publisher,app_name,title,año de lanzamiento,price,developer,genres,tags
2K Games,X-COM: Apocalypse,X-COM: Apocalypse,1997-07-15,4.99,"MicroProse Software, Inc",Strategy,Strategy|Sci-fi|Tactical|Turn-Based|Aliens|Real-Time with Pause|Classic|Turn-Based Strategy|Isometric|Singleplayer|Cyberpunk|Post-apocalyptic
2K Games,X-COM: UFO Defense,X-COM: UFO Defense,1993-12-31,4.99,"MicroProse Software, Inc",Strategy,Strategy|Classic|Turn-Based Strategy|Sci-fi|Turn-Based|Tactical|Aliens|Singleplayer|Difficult|Turn-Based Tactics|Isometric|Base Building|Simulation|Atmospheric|1990's|Action|Retro|Adventure|Management|Space
GSC World Publishing,S.T.A.L.K.E.R.: Clear Sky,S.T.A.L.K.E.R.: Clear Sky,2008-09-15,9.99,GSC Game World,Action|RPG,Open World|Atmospheric|Post-apocalyptic|FPS|Survival|Action|RPG|First-Person|Shooter|Singleplayer|Survival Horror|Adventure|Moddable|Sci-fi|Horror|Classic|Multiplayer|Zombies|Inventory Management|Sandbox
Electronic Arts,Crysis Warhead®,Crysis Warhead®,2008-09-17,19.99,Crytek,Action,Action|FPS|Sci-fi|Shooter|Singleplayer|Aliens|Military|First-Person|Multiplayer|Benchmark|Stealth|Adventure|Open World|Futuristic
Electronic Arts,Crysis,Crysis,2007-11-13,19.99,Crytek,Action,FPS|Action|Sci-fi|Singleplayer|Stealth|Shooter|Aliens|Open World|First-Person|Benchmark|Multiplayer|Futuristic|Adventure|Atmospheric|Story Rich|Classic|Sandbox|Great Soundtrack|Destruction|Moddable
2K Games,X-COM: Interceptor,X-COM: Interceptor,1998-06-15,4.99,"MicroProse Software, Inc",Strategy,Strategy|Sci-fi|Space|Flight|Space Sim|Singleplayer
"CD PROJEKT RED, 1C-SoftClub",The Witcher: Enhanced Edition Director's Cut,The Witcher: Enhanced Edition Director's Cut,2008-09-16,9.99,CD PROJEKT RED,Action|RPG,RPG|Fantasy|Story Rich|Mature|Third Person|Singleplayer|Choices Matter|Action|Nudity|Adventure|Dark Fantasy|Based On A Novel|Atmospheric|Great Soundtrack|Open World|Multiple Endings|Medieval|Action RPG|Magic|Classic
Introversion Software,Multiwinia,Multiwinia,2008-09-19,9.99,Introversion Software,Indie,Indie|Strategy|RTS|Multiplayer|Singleplayer|Retro
SimBin,STCC - The Game 1 - Expansion Pack for RACE 07,STCC - The Game 1 - Expansion Pack for RACE 07,2008-10-22,2.99,SimBin,Racing,Racing|Simulation
"Tilted Mill Entertainment, Inc.",Children of the Nile: Alexandria,Children of the Nile: Alexandria,2008-08-28,2.49,"Tilted Mill Entertainment, Inc.",Strategy|Simulation,City Builder|Simulation|Management|Historical|Singleplayer|Sandbox|Strategy
2K Games,Sid Meier's Civilization IV: Colonization,Sid Meier's Civilization IV: Colonization,2008-09-23,19.99,Firaxis Games,Strategy,Strategy|Turn-Based|Turn-Based Strategy|4X|Historical|Singleplayer|Multiplayer|Moddable
Ubisoft,Tom Clancy's Rainbow Six® 3 Gold,Tom Clancy's Rainbow Six® 3 Gold,2003-03-18,9.99,"Red Storm Entertainment,Ubisoft Montreal",Action,Tactical|Action|FPS|Simulation|Strategy|Realistic|First-Person|Co-op|Shooter|Classic|Singleplayer
Warner Bros. Interactive Entertainment,LEGO Batman,LEGO Batman,2008-09-29,19.99,Traveller's Tales,Action|Adventure,LEGO|Action|Adventure|Batman|Local Co-Op|Superhero|Family Friendly|Co-op|Comedy|Singleplayer|Comic Book|Funny|Third Person|Controller|Local Multiplayer|Multiplayer
Focus Home Interactive,City Life 2008,City Life 2008,2008-07-18,9.99,Monte Cristo,Simulation|Strategy,Simulation|Strategy|City Builder
"Tilted Mill Entertainment, Inc.",Hinterland,Hinterland,2008-09-30,9.99,"Tilted Mill Entertainment, Inc.",RPG|Strategy,RPG|Strategy|Fantasy|Action RPG|Action|Singleplayer|City Builder
Ubisoft,Brothers in Arms: Hell's Highway™,Brothers in Arms: Hell's Highway™,2008-10-08,9.99,Gearbox Software,Action,Action|World War II|FPS|Tactical|Singleplayer|Military|Story Rich|Shooter|Gore|Atmospheric|Strategy|First-Person|War|Multiplayer|Historical
Dark Castle Software,Gravitron 2,Gravitron 2,2008-08-31,4.99,Dark Castle Software,Indie|Casual,Arcade
Techland,Xpand Rally Xtreme,Xpand Rally Xtreme,2006-12-01,4.99,Techland,Racing,Racing|Offroad
Ubisoft,Heroes of Might & Magic V: Hammers of Fate,Heroes of Might &amp; Magic V: Hammers of Fate,2006-11-14,9.99,Nival,Strategy,Strategy|Turn-Based Strategy|Turn-Based|Fantasy
Ubisoft,Brothers in Arms: Earned in Blood™,Brothers in Arms: Earned in Blood™,2005-10-04,9.99,Gearbox Software,Action,Action|FPS|World War II|Tactical|Military|Strategy|Singleplayer
Ubisoft,Heroes of Might & Magic V: Tribes of the East,Heroes of Might &amp; Magic V: Tribes of the East,2007-10-16,9.99,Nival,Strategy,Strategy|Turn-Based Strategy|Turn-Based|Fantasy|Multiplayer|Singleplayer|RPG
Ubisoft,The Settlers®: Rise Of An Empire Gold Edition,The Settlers®: Rise Of An Empire Gold Edition,2008-04-18,19.99,Blue Byte,Strategy,Strategy|City Builder|Medieval|RTS|Singleplayer|Multiplayer
Ubisoft,Brain Spa,Brain Spa,2007-09-25,9.99,Ubisoft,Casual,Casual
Ubisoft,The Sum of All Fears,The Sum of All Fears,2002-05-31,9.99,Red Storm Entertainment,Action,Action|Tactical
"PopCap Games, Inc.",Peggle™ Nights,Peggle™ Nights,2008-10-15,4.99,"PopCap Games, Inc.",Casual,Casual|Puzzle|Singleplayer|2D
2D BOY,World of Goo,World of Goo,2008-10-13,9.99,2D BOY,Indie,Puzzle|Indie|Physics|Singleplayer|Great Soundtrack|Casual|2D|Comedy|Cute|Building|Atmospheric|Funny|Satire|Touch-Friendly|Strategy|Classic|Surreal|Story Rich|Difficult|Family Friendly
Egosoft,X3: Terran Conflict,X3: Terran Conflict,2008-10-16,15.99,Egosoft,Action|Simulation|Strategy,Space|Simulation|Sci-fi|Sandbox|Strategy|Space Sim|Open World|Trading|Singleplayer|Economy|Action|Capitalism|Great Soundtrack|Moddable|4X|Flight|Atmospheric|Multiplayer
Tripwire Interactive,Mare Nostrum,Mare Nostrum,2008-10-17,Free,Sandstorm Productions,Action,Action|World War II|FPS|Mod|Multiplayer|Free to Play|Realistic
Shorebound Studios,Spectraball,Spectraball,2008-10-20,4.99,Shorebound Studios,Casual|Indie,Casual|Indie|Puzzle
Perpetual FX Creative,Galactic Bowling,Galactic Bowling,2008-10-21,19.99,Perpetual FX Creative,Indie|Casual|Sports,Indie|Casual|Sports|Bowling
Rockstar Games,Bully: Scholarship Edition,Bully: Scholarship Edition,2008-10-21,14.99,Rockstar New England,Action|Adventure,Open World|Action|Adventure|Third Person|Comedy|Singleplayer|Great Soundtrack|Funny|Classic|Sandbox|Dark Humor|Satire|Story Rich|Atmospheric|Exploration|Simulation|Controller|Mature|Multiplayer|First-Person
Ubisoft,Far Cry® 2: Fortune's Edition,Far Cry® 2: Fortune's Edition,2008-10-22,9.99,Ubisoft Montreal,Action,Open World|FPS|Action|Shooter|Singleplayer|First-Person|Multiplayer|Adventure|Sandbox|Stealth|Atmospheric|Survival|Level Editor|Realistic|Exploration|Story Rich|Great Soundtrack|Controller|Co-op|Strategy
Meridian4,Space Trader: Merchant Marine,Space Trader: Merchant Marine,2008-10-23,4.99,Meridian4,Action|Indie|Strategy,Action|FPS|Space|Indie|Trading|Strategy|Sci-fi|First-Person|Shooter|Casual
Dovetail Games,PRR Wagon Pack 01,PRR Wagon Pack 01,2009-01-01,4.99,RailSimulator.com,Simulation,Simulation
Dovetail Games,"Class 421 London South East ""Jaffa Cake""","Class 421 London South East ""Jaffa Cake""",2009-01-01,4.99,RailSimulator.com,Simulation,Simulation
Dovetail Games,ATSF Wagon Pack 01,ATSF Wagon Pack 01,2009-01-01,4.99,RailSimulator.com,Simulation,Simulation
Dovetail Games,GP20 Union Pacific Add-on Livery,GP20 Union Pacific Add-on Livery,2009-01-01,4.99,Reppo,Simulation,Simulation
Dovetail Games,UK Van Wagon Pack,UK Van Wagon Pack,2009-01-01,4.99,RailSimulator.com,Simulation,Simulation
Dovetail Games,CSX SD70MAC Add-on Livery,CSX SD70MAC Add-on Livery,2009-01-01,4.99,Dovetail Games,Simulation,Simulation
Dovetail Games,CSX ES44AC Add-on Livery,CSX ES44AC Add-on Livery,2009-01-01,4.99,Dovetail Games,Simulation,Simulation
Deep Silver,Saints Row 2,Saints Row 2,2009-01-28,9.99,Volition,Action,Open World|Action|Sandbox|Character Customization|Third-Person Shooter|Comedy|Co-op|Third Person|Singleplayer|Crime|Online Co-Op|Multiplayer|Co-op Campaign|Funny|Shooter|Replay Value|Female Protagonist|Great Soundtrack|Moddable|Adventure
Electronic Arts,Dead Space,Dead Space,2008-10-20,19.99,EA Redwood Shores,Action,Horror|Action|Sci-fi|Space|Third Person|Survival Horror|Atmospheric|Third-Person Shooter|Singleplayer|Gore|Shooter|Aliens|Dark|Futuristic|Story Rich|Silent Protagonist|Survival|Adventure|Zombies|RPG
Codemasters,Rise of the Argonauts,Rise of the Argonauts,2008-12-16,9.99,Liquid Entertainment,RPG,RPG|Action|Adventure|Mythology|Hack and Slash|Third Person|Fantasy
Electronic Arts,Mirror's Edge™,Mirror's Edge™,2009-01-13,19.99,DICE,Action|Adventure,Parkour|First-Person|Action|Female Protagonist|Singleplayer|Great Soundtrack|Adventure|Platformer|Atmospheric|Dystopian|Stylized|Sci-fi|Futuristic|FPS|Time Attack|Cyberpunk|Puzzle|Colorful|Classic|Short
Hidden Path Entertainment,Defense Grid: The Awakening,Defense Grid: The Awakening,2008-12-08,9.99,Hidden Path Entertainment,Indie|Strategy,Tower Defense|Strategy|Sci-fi|Indie|Singleplayer|Aliens|Futuristic|Touch-Friendly|Replay Value|Adventure|Controller
Warner Bros. Interactive Entertainment,F.E.A.R. 2: Project Origin,F.E.A.R. 2: Project Origin,2009-02-12,14.99,Monolith,Action,Horror|FPS|Action|Singleplayer|Shooter|Bullet Time|Gore|Multiplayer|Psychological Horror|First-Person|Atmospheric|Sci-fi|Classic|Story Rich
Oxeye Game Studio,Harvest: Massive Encounter,Harvest: Massive Encounter,2008-03-05,7.99,Oxeye Game Studio,Strategy|Indie,Strategy|Indie|Tower Defense|Sci-fi|Singleplayer
Inventive Dingo,Mayhem Intergalactic,Mayhem Intergalactic,2007-07-04,9.99,Inventive Dingo,Indie|Strategy,Indie|Strategy
Meridian4,Larva Mortus,Larva Mortus,2009-03-19,4.99,Meridian4,Action|Indie,Action|Indie|Top-Down|Horror|Shooter|RPG|Zombies|Arcade|Top-Down Shooter|Singleplayer|2D|Casual|Atmospheric|Retro|Adventure
Paradox Interactive,Knights of Honor,Knights of Honor,2005-05-10,9.99,Black Sea Studios Ltd,Strategy,Strategy|Medieval|Grand Strategy|RTS|War|Historical|Classic|Great Soundtrack
Assemble Entertainment,Ceville,Ceville,2009-02-27,5.99,Realmforge Studios,Action|Adventure|Strategy,Adventure|Point & Click|Strategy|Action|Comedy|Villain Protagonist
"SEGA, Feral Interactive (Mac), Feral Interactive (Linux)",Empire: Total War™ - Special Forces Units & Bonus Content,Empire: Total War™ - Special Forces Units &amp; Bonus Content,2009-03-04,2.99,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)",Strategy,Strategy
Warner Bros. Interactive Entertainment,Watchmen: The End is Nigh,Watchmen: The End is Nigh,2009-03-04,4.99,Deadline Games,Action,Action|Superhero|Beat 'em up|Local Co-Op|Third Person|Fighting
Frictional Games,Penumbra Overture,Penumbra Overture,2007-03-30,9.99,Frictional Games,Action|Adventure|Indie,Horror|Adventure|First-Person|Indie|Survival Horror|Psychological Horror|Atmospheric|Singleplayer|Stealth|Story Rich|Action|Dark|Lovecraftian|Survival|Puzzle
"Epic Games, Inc.",Unreal Tournament 3 Black,Unreal Tournament 3 Black,2007-11-19,19.99,"Epic Games, Inc.",Action,FPS|Action|Multiplayer|Arena Shooter|Shooter|Sci-fi|Fast-Paced|First-Person|Competitive|Gore|Co-op|Great Soundtrack|Classic|Singleplayer|Team-Based|Adventure|Atmospheric|Moddable|Split Screen|Futuristic
DTP Entertainment,Drakensang,Drakensang,2009-02-27,9.99,Radon Labs,RPG,RPG|Fantasy|Party-Based RPG|Real-Time with Pause|Atmospheric|Adventure|Singleplayer|CRPG|Dark Fantasy|Third Person|Story Rich|Character Customization
Tale of Tales,The Graveyard,The Graveyard,2008-03-21,4.99,Tale of Tales,Indie|Simulation,Walking Simulator|Indie|Short|Female Protagonist|Atmospheric|Simulation|Psychological|Memes|Horror|Singleplayer|Anime
Electronic Arts,Burnout Paradise: The Ultimate Box,Burnout Paradise: The Ultimate Box,2009-02-03,19.99,Criterion Games,Racing,Racing|Open World|Multiplayer|Destruction|Great Soundtrack|Driving|Singleplayer|Arcade|Exploration|Sandbox|Action|Co-op|Controller|Sports|Fast-Paced|3D Vision|Third Person|Funny|Online Co-Op|Simulation
Twisted Pixel Games,The Maw,The Maw,2009-03-09,9.99,Twisted Pixel Games,Action|Indie,Indie|Platformer|Cute|Action|Puzzle|Casual|Comedy|3D Platformer
Twisted Pixel Games,The Maw: River Redirect,The Maw: River Redirect,2009-03-16,1.25,Twisted Pixel Games,Action|Indie,Action|Indie
Twisted Pixel Games,The Maw: Brute Force,The Maw: Brute Force,2009-03-16,1.25,Twisted Pixel Games,Action|Indie,Action|Indie
Meridian4,Obulis,Obulis,2009-03-19,4.99,IonFX,Casual|Indie,Puzzle|Casual|Indie|Physics|Singleplayer|Strategy|Atmospheric|Great Soundtrack
Llamasoft LTD,Space Giraffe,Space Giraffe,2009-03-19,9.99,Llamasoft LTD,Indie,Psychedelic|Arcade|Score Attack|Abstract
THQ Nordic,Codename: Panzers - Cold War,Codename: Panzers - Cold War,2009-03-10,14.99,"InnoGlow,Stormregion,THQ Nordic",Simulation|Strategy,Strategy|Simulation|RTS|Multiplayer|Singleplayer|War|Great Soundtrack|Atmospheric|Cult Classic|Tactical|Classic|Cold War
"PopCap Games, Inc.",Escape Rosecliff Island,Escape Rosecliff Island,2009-04-15,4.99,SpinTop Games,Casual,Casual|Hidden Object|Puzzle|Adventure
NCsoft,Guild Wars Nightfall,Guild Wars Nightfall®,2006-10-27,19.99,ArenaNet®,RPG|Massively Multiplayer,RPG|Massively Multiplayer
NCsoft,Guild Wars,Guild Wars® Game of the Year Edition,2005-04-28,19.99,ArenaNet®,RPG|Massively Multiplayer,RPG|Massively Multiplayer|Fantasy|Story Rich
NCsoft,Guild Wars Factions,Guild Wars Factions®,2006-04-28,19.99,ArenaNet®,RPG|Massively Multiplayer,Massively Multiplayer|RPG
NCsoft,Guild Wars Trilogy,Guild Wars Trilogy,2008-09-25,29.99,ArenaNet®,Massively Multiplayer|RPG,RPG|Massively Multiplayer|MMORPG|PvP
Strategy First,Puzzle Kingdoms,Puzzle Kingdoms,2009-04-16,14.99,Infinite Interactive,Casual,Casual|Puzzle|Match 3|RPG|Fantasy|Singleplayer
MumboJumbo,Samantha Swift and the Golden Touch,Samantha Swift and the Golden Touch,2009-04-29,9.99,MumboJumbo,Casual,Casual|Hidden Object|Adventure|Female Protagonist
Topware Interactive,Two Worlds Epic Edition,Two Worlds Epic Edition,2009-04-30,9.99,Reality Pump Studios,RPG,RPG|Open World|Fantasy|Multiplayer|Third Person|Adventure|Singleplayer|Action|Medieval|Action RPG|Story Rich|Character Customization
"Black Forest Games, THQ Nordic",Helldorado,Helldorado,2009-04-30,9.99,Spellbound,Strategy,Strategy|Western
Topware Interactive,X-Blades,X-Blades,2009-02-10,9.99,Gaijin Entertainment,Action|Adventure|RPG,Action|Hack and Slash|Female Protagonist|RPG|Anime|Adventure|Nudity|Singleplayer|Fantasy|Violent|Character Action Game|Third Person|Great Soundtrack
ACE Team,Zeno Clash,Zeno Clash,2009-04-21,9.99,ACE Team,Action|Indie,Action|Indie|Surreal|Beat 'em up|FPS|Fighting|First-Person|Short|Singleplayer|Adventure|Fantasy|Atmospheric|Story Rich
Twisted Pixel Games,The Maw: Speeder Lane,The Maw: Speeder Lane,2009-04-29,1.25,Twisted Pixel Games,Indie,Indie
1C Company,King's Bounty: The Legend,King's Bounty: The Legend,2008-09-23,6.99,1C Company,RPG|Strategy,RPG|Strategy|Turn-Based Strategy|Fantasy|Turn-Based|Adventure|Hex Grid|Tactical|Tactical RPG|Singleplayer|Atmospheric|Turn-Based Combat|Great Soundtrack|Classic|Open World
Last Day of Work,Virtual Families,Virtual Families,2009-05-06,9.99,Last Day of Work,Casual|Simulation,Simulation|Casual
1C Company,Death Track®: Resurrection,Death Track®: Resurrection,2009-05-06,2.99,Sky Fallen,Racing,Racing|Action
2K Games,Freedom Force vs. the Third Reich,Freedom Force vs. the Third Reich,2005-03-08,4.99,Irrational Games,RPG|Strategy,RPG|Strategy|Superhero|Real-Time with Pause
2K Games,Freedom Force,Freedom Force,2002-03-26,4.99,Irrational Games,RPG|Strategy,RPG|Strategy|Superhero|Real-Time with Pause|Singleplayer|Comic Book|Classic|Multiplayer|Tactical
SaintXi,Light of Altair,Light of Altair,2009-06-04,14.99,SaintXi,Indie|Simulation|Strategy,Strategy|Indie|Simulation|Space|Sci-fi
Darklight Games,Darkest Hour: Europe '44-'45,Darkest Hour: Europe '44-'45,2009-06-09,Free,Darklight Games,Action|Simulation,World War II|FPS|Action|Shooter|Simulation|Tactical|Multiplayer|Realistic|War|Mod|Free to Play|Historical
Activision,Prototype™,Prototype™,2009-06-10,19.99,Radical Entertainment,Action|Adventure,Action|Open World|Adventure|Third Person|Gore|Singleplayer|Parkour|Superhero|Zombies|Hack and Slash|Action-Adventure|Violent|Sci-fi|Sandbox|Story Rich|Stealth|RPG|Atmospheric|Controller|Horror
Strategy First,Port Royale 2,Port Royale 2,2004-04-30,4.99,Ascaron Entertainment ltd.,Strategy,Strategy|Trading|Pirates|Economy|Historical|Naval
Bethesda Softworks,Call of Cthulhu®: Dark Corners of the Earth,Call of Cthulhu®: Dark Corners of the Earth,2006-04-26,4.99,Headfirst Productions,,Horror|Lovecraftian|Survival Horror|First-Person|Based On A Novel|FPS|Adventure|Atmospheric|Stealth|Singleplayer|Story Rich|Action|Classic|Survival|Shooter|Difficult|Gore|Dark
Bethesda Softworks,The Elder Scrolls IV: Oblivion® Game of the Year Edition,The Elder Scrolls IV: Oblivion® Game of the Year Edition,2007-09-11,14.99,Bethesda Game Studios,RPG,Open World|RPG|Fantasy|Singleplayer|Moddable|First-Person|Exploration|Adventure|Great Soundtrack|Action|Magic|Sandbox|Character Customization|Atmospheric|Story Rich|Medieval|Action RPG|Classic|Third Person|Dark Fantasy
Bethesda Softworks,The Elder Scrolls III: Morrowind® Game of the Year Edition,The Elder Scrolls III: Morrowind® Game of the Year Edition,2002-04-29,14.99,Bethesda Game Studios,RPG,RPG|Open World|Fantasy|Classic|Great Soundtrack|Moddable|First-Person|Adventure|Singleplayer|Cult Classic|Atmospheric|Magic|Sandbox|Exploration|Story Rich|Action RPG|Character Customization|Medieval|Action|Third Person
Bethesda Softworks,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,2009-06-16,19.99,Bethesda Game Studios®,,Open World|RPG|Fantasy|Singleplayer|Moddable|First-Person|Exploration|Adventure|Great Soundtrack|Action|Magic|Sandbox|Character Customization|Atmospheric|Story Rich|Medieval|Action RPG|Classic|Third Person|Dark Fantasy
Strategy First,Ankh 2: Heart of Osiris,Ankh 2: Heart of Osiris,2007-05-18,4.99,Deck 13,Adventure,Adventure|Point & Click|Comedy
"NovaLogic, THQ Nordic",Armored Fist 3,Armored Fist 3,1999-09-01,9.99,NovaLogic,Simulation,Simulation|Tanks
"NovaLogic, THQ Nordic",MiG-29 Fulcrum,MiG-29 Fulcrum,1998-09-07,9.99,NovaLogic,Simulation,Simulation|Flight
Strategy First,BC Kings,BC Kings,2008-09-15,4.99,Mascot Entertainment,Strategy,Strategy|RTS
Ubisoft,Call of Juarez®: Bound in Blood,Call of Juarez®: Bound in Blood,2009-06-30,9.99,Techland,Action,Western|Action|FPS|Singleplayer|Adventure|Shooter|Multiplayer|First-Person|Open World|Story Rich|Historical|Atmospheric|Bullet Time|Great Soundtrack
HeR Interactive,Nancy Drew®: Legend of the Crystal Skull,Nancy Drew®: Legend of the Crystal Skull,2007-10-01,6.99,HeR Interactive,Adventure,Adventure|Point & Click|Mystery|Female Protagonist|Puzzle|Detective
HeR Interactive,Nancy Drew®: The Creature of Kapu Cave,Nancy Drew®: The Creature of Kapu Cave,2006-10-01,6.99,HeR Interactive,Adventure,Adventure|Female Protagonist|Point & Click|Mystery|Puzzle
HeR Interactive,Nancy Drew®: The Phantom of Venice,Nancy Drew®: The Phantom of Venice,2008-07-01,6.99,HeR Interactive,Adventure,Adventure|Point & Click|Puzzle|Mystery|Female Protagonist|Detective
HeR Interactive,Nancy Drew®: The White Wolf of Icicle Creek,Nancy Drew®: The White Wolf of Icicle Creek,2007-07-01,6.99,HeR Interactive,Adventure,Adventure|Point & Click|Mystery|Female Protagonist|Puzzle|Detective
Digital Eel,BRAINPIPE: A Plunge to Unhumanity,BRAINPIPE: A Plunge to Unhumanity,2008-12-24,Free to Play,Digital Eel,Casual|Indie,Casual|Indie|Psychedelic
Telltale Games,Tales of Monkey Island Complete Pack,Tales of Monkey Island Complete Pack,2009-07-07,19.99,Telltale Games,Adventure,Adventure|Point & Click|Pirates|Comedy|Episodic|Puzzle|Singleplayer|Funny
Capcom,Street Fighter® IV,Street Fighter® IV,2009-07-07,19.99,Capcom,Action,Fighting|Action|Arcade|Multiplayer|Local Multiplayer|2D Fighter|Beat 'em up|2.5D|Competitive|2D
LucasArts,Thrillville®: Off the Rails™,Thrillville®: Off the Rails™,2007-10-09,9.99,Frontier,Action|Adventure|Racing|Simulation|Strategy,Simulation|Action|Strategy|Adventure|Racing|Management|Singleplayer
